review,rating
Love my Echo. Still learning how every thing works but having tons of fun.,1
"""I am the Training Coordinator at my company and I have used the Amazon Blueprints skill with an Echo device and Echo Buttons to create my own Gameshow/Quiz for new hire orientation training. I'm always looking for new ways to engage trainees in order to make learning more enjoyable. I believe that if someone enjoys the process of learning then they're much more likely to remember the information. So far, this has been a huge success with my classes and I look forward to Amazon improving and building out the Blueprints skill further!""",1
So far all.i can say is I love it,1
Review,1
Being able to tell it what to go to,1
Still love it,1
I LIKE IT ALL,1
Angry,0
"""Without having a cellphone, I cannot use many of her features. I have an iPad but do not see that of any use.  It IS a great alarm.  If u r almost deaf, you can hear her alarm in the bedroom from out in the living room, so that is reason enough to keep her.It is fun to ask random questions to hear her response.  She does not seem to be very smartbon politics yet.""",0
it's annoying that everything they show Alexa as being able to do has to be downloaded. You spend so  much time trying to figure out how to phrase it for the machine that you may as well just look it up yourself,0
This is my third Dot. They all work perfectly and I use each one multiple times a day. Absolutely love them.,1
Well I?m a big fan of echoes these ones went I?m my bathrooms.  Works just great as expected ??,1
Perfect for a home office,1
I liked it was linked to prime,1
Great buy at $20!,0
Love the dot,1
Very easy setup.,1
"""I like the weather options but Alexa search compacity needs improvement. She aint no Google. Alexa gets our requests probably around 20% of the time. Currently Alexa doesn't do YouTube either. This is a huge drawback and why The echo show dropped in price.  International radio via tune in is awesome but again her search engine, its like pulling teeth to get to anything.""",0
It isn?t bad for what it is. Have issues with it actually playing what I want. Getting it use iHeartRadio properly by playing the station I want is a challenge but it?s not bad for the sale price I paid.,1
"""I was a little apprehensive about buying a refurbished electronic product, but with Amazon's guarantee, thought I would try it. Glad I did, and will probably buy another refurb product form Amazon. I love the Alexa products and have several. This one sits on my desk. Has a small footprint, but has great sound and I use it daily. Works great.""",1
I think the dot listens better than spot.,0
WooHoo! $20 on Prime Day; done!,1
"""I love this as a second &#34;Alexa&#34; in our bedroom.  Great for checking weather, for meditation music, and as a timer - Perfect for my husband who has to use eye drops multiple times each day and keep his eyes closed for 5 minutes.""",1
I love how I can just push the microphone button on the remote and ask it to open any show and it'll find whether it's on Hulu or Netflix and sign me in and start the show... Pretty amazing but each new technology sure is making me lazy or lol :-),1
"""Un excelente equipo inteligente al estar conectado al internet nos provee de múltiples funciones tales como, el tiempo,hora,información de cualquier estudio que estés realizando atrás vez del internet.""",1
"""saving $10 is always nice and my son always says that buying refurbished means your are getting a new device or product for less, because it has been run through a diagnostics again and everything has been corrected.""",1
"""Works and sounds great! My house is barely 1100sf, and I have this sitting on my kitchen counter. I can hear it, and speak to it from any room. Lots of functionality still to discover.""",1
I love the option where u can play music everywhere in the house when you have multiple devices,1
"""Wish it would have came with the lightbulb, but otherwise works great, fast delivery, and I enjoy using it!""",1
Easy to set up; Easy to use!,1
"""This was a replacement. It was really easy to set up. I had to reauthorize my smart items to work with the new hub, but installation was easy and instructions were clear.""",1
"""This is my second Firestick, I a very pleased with the ease of use.""",1
